"LOCATIE gegevens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NITG-nr","X-coordinaat","Y-coordinaat","CRS","Kaartblad","Bepaling locatie","Maaiveldhoogte (m tov NAP)","Bepaling maaiveldhoogte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B51F0474","176510","397918","Rijksdriehoeksmeting","51F","GPS (Global Positioning System)","17.0","gemeten, overige methoden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KWALITEIT gegevens VAST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NITG-nr","Monster datum","Monster-nr","Deelmonster-nr","Meting nr","Bovenkant monster (m tov MV)","Onderkant monster (m tov MV)","Al2O3 (%)","As (mg/kg)","Ba (mg/kg)","CaO (%)","Cr (mg/kg)","Cu (mg/kg)","Fe2O3 (%)","Ga (mg/kg)","K2O (%)","La (mg/kg)","MgO (%)","MnO (%)","Na2O (%)","Nb (mg/kg)","Nd (mg/kg)","Ni (mg/kg)","P2O5 (%)","Pb (mg/kg)","Rb (mg/kg)","S (%)","Sc (mg/kg)","SiO2 (%)","Sn (mg/kg)","Sr (mg/kg)","TGA(105-1000) (%)","TGA(105-450) (%)","TGA(20-105) (%)","TGA(450-550) (%)","TGA(550-800) (%)","TGA(800-1000) (%)","Th (mg/kg)","TiO2 (%)","U (mg/kg)","V (mg/kg)","Y (mg/kg)","Zn (mg/kg)","Zr (mg/kg)"
"B51F0474","01-08-2004","L2004-08-1697","2","1","69.87","69.9","","","","","","","","","","","","","","","","","","","","","","","","","6.3657","2.567","2.155","2.797","0.8608","0.1409","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1698","1","1","70.66","70.69","1.52954","1.49964","112.5","0.00369","13.6","0.72499","0.08929","2.1526","0.41385","6.58127","0.00295","< 0","0.0450135555555559","2.87858","7.8","< 0","0.00481","4.23461","13.28842","< 0","0.6","89.2389","4.45542","12.5862","","","","","","","< 0","0.09447","0.9457","8.9","4.49387","0.70292","90.96378"
"B51F0474","01-08-2004","L2004-08-1698","2","1","70.66","70.69","","","","","","","","","","","","","","","","","","","","","","","","","0.31822","0.09221","0.02974","0.1338","0.05057","0.04164","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1656","1","1","40.7","70.73","2.08934","3.18386","195.1","0.05191","11","1.91654","0.16787","2.94297","0.91434","7.14391","0.01922","0.00417","0.335573555555556","2.40154","3.3","2.21166","0.01272","7.19775","31.44795","0.00266950757575755","2.1","89.24894","0.09664","28.47909","","","","","","","0.59845","0.05559","0.99575","8.9","6.11832","3.32786","47.00721"
"B51F0474","01-08-2004","L2004-08-1656","2","1","40.7","70.73","","","","","","","","","","","","","","","","","","","","","","","","","0.42304","0.2392","0.02014","0.04785","0.07303","0.06296","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1699","1","1","72.7","72.73","1.11875","0.90683","112","< 0","25.4","< 0","0.06772","1.76237","0.3902","10.27989","< 0","0.00055","0.0413735555555559","3.81837","16.1","< 0","0.00415","5.47806","12.16303","< 0","3.2","89.85588","< 0","14.05325","","","","","","","0.53896","0.17104","1.92397","11.3","7.16623","1.55793","378.23047"
"B51F0474","01-08-2004","L2004-08-1699","2","1","72.7","72.73","","","","","","","","","","","","","","","","","","","","","","","","","0.29731","0.09076","0.03754","0.1158","0.05633","0.03442","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1700","1","1","73.9","73.93","1.13993","1.19922","128.1","0.0089","24","< 0","0.25158","1.63052","0.4673","9.28905","< 0","0.00313","0.0484235555555559","4.53809","16.1","< 0","0.00535","4.84631","14.40553","< 0","1.9","89.88388","< 0","14.60908","","","","","","","1.6085","0.17234","1.31298","18.4","7.48688","4.83868","362.26022"
"B51F0474","01-08-2004","L2004-08-1700","2","1","73.9","73.93","","","","","","","","","","","","","","","","","","","","","","","","","0.34351","0.1775","0.03433","0.09445","0.04866","0.0229","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1701","1","1","74.8","74.83","1.12402","1.38591","123.1","0.00181","26","< 0","0.10332","1.88297","0.4518","9.70061","< 0","0.00058","0.0505135555555559","5.02095","19","< 0","0.00569","5.45862","13.979","< 0","2.5","89.5429","3.199","14.57414","","","","","","","2.56231","0.17323","1.68344","18","8.03487","2.93153","479.72079"
"B51F0474","01-08-2004","L2004-08-1701","2","1","74.8","74.83","","","","","","","","","","","","","","","","","","","","","","","","","0.2604","0.093","0.04648","0.1023","0.0527","0.0124","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1702","1","1","76.15","76.18","1.59216","1.13651","127.7","0.00887","30.8","< 0","0.19386","2.4757","0.488","10.21627","0.00492","0.00073","0.0518935555555559","5.23157","20.3","0.43143","0.00676","5.54479","15.77802","< 0","2.3","89.69156","< 0","15.89615","","","","","","","1.02391","0.20763","1.83641","24.8","8.93084","4.18255","401.00861"
"B51F0474","01-08-2004","L2004-08-1702","2","1","76.15","76.18","","","","","","","","","","","","","","","","","","","","","","","","","0.375768","0.1141","0.1279","0.1865","0.0696","0.005568","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1703","1","1","77.9","77.93","1.95228","2.02136","153.6","0.01501","36.2","< 0","0.32357","2.28164","0.67122","12.84271","0.01396","0.0011","0.0658935555555559","6.84584","28.7","0.71976","0.00839","6.36599","20.76709","< 0","2.4","88.91","1.61546","19.5294","","","","","","","4.72086","0.24089","1.87938","32.7","13.13555","6.10569","802.18164"
"B51F0474","01-08-2004","L2004-08-1703","2","1","77.9","77.93","","","","","","","","","","","","","","","","","","","","","","","","","0.433151","0.1404","0.161","0.2121","0.07169","0.008961","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1704","1","1","78.7","78.73","2.271","4.80898","135.5","0.03342","75.7","< 0","0.85227","2.1912","0.68354","20.5074","0.03057","0.00323","0.0668135555555559","8.90281","46.1","4.11922","0.01915","7.50562","22.51813","< 0","3.6","88.26208","2.47404","20.90078","","","","","","","8.30599","0.32286","3.69719","45.9","21.36015","19.15487","1266.24316"
"B51F0474","01-08-2004","L2004-08-1704","2","1","78.7","78.73","","","","","","","","","","","","","","","","","","","","","","","","","0.65871","0.3068","0.2879","0.2346","0.09926","0.01805","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1705","1","1","78.95","78.98","3.86965","6.74383","145.4","0.26467","129.3","< 0","3.69885","3.12031","0.92739","43.32594","0.11921","0.05668","0.0823235555555559","15.82157","81","10.28234","0.03579","10.32339","34.95534","< 0","5.5","80.2797","5.41277","28.8135","","","","","","","21.06233","0.61534","5.75302","73.8","44.21122","35.23061","2525.94165"
"B51F0474","01-08-2004","L2004-08-1705","2","1","78.95","78.98","","","","","","","","","","","","","","","","","","","","","","","","","2.27002","1.667","0.5365","0.4667","0.1242","0.01212","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1706","1","1","79.85","79.88","1.36747","1.44487","124.5","0.00849","39.3","< 0","0.25007","2.09363","0.4724","13.66168","0.00399","0.0024","0.0537135555555559","5.65659","22.2","0.80012","0.0069","5.237","14.88521","< 0","1.9","89.48204","2.62615","16.09831","","","","","","","3.31126","0.23405","1.68929","19.9","10.36991","5.028","507.2291"
"B51F0474","01-08-2004","L2004-08-1706","2","1","79.85","79.88","","","","","","","","","","","","","","","","","","","","","","","","","0.35048","0.1235","0.03159","0.1408","0.05458","0.0316","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1707","1","1","81.05","81.08","3.40861","7.39757","144.7","0.21402","116.8","< 0","3.15783","2.53275","0.90181","36.0924","0.09779","0.04369","0.0827835555555559","13.16112","76.1","9.17152","0.03153","10.70873","33.52052","0.00324950757575754","5.2","81.97974","1.98567","28.10192","","","","","","","17.23389","0.55164","4.9267","63.6","38.23313","28.60181","2171.64111"
"B51F0474","01-08-2004","L2004-08-1707","2","1","81.05","81.08","","","","","","","","","","","","","","","","","","","","","","","","","2.01046","1.407","0.5038","0.4306","0.1486","0.02426","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1708","1","1","81.9","81.93","3.7309","5.87171","141.8","0.17345","148.9","< 0","2.65033","2.66858","0.9222","39.40034","0.1178","0.02241","0.0859735555555559","16.85624","86.5","11.08329","0.02969","11.92605","35.98117","< 0","3.9","82.37967","1.3142","29.12971","","","","","","","17.52069","0.66694","5.83398","65.8","40.24235","38.78189","2603.7019"
"B51F0474","01-08-2004","L2004-08-1708","2","1","81.9","81.93","","","","","","","","","","","","","","","","","","","","","","","","","1.59421","1.005","0.5109","0.4348","0.1229","0.03151","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1709","1","1","82.95","82.98","4.14646","11.43263","168.7","0.18642","79.4","< 0","1.99407","3.98695","1.03754","19.82034","0.17288","0.01122","0.113783555555556","9.60294","37.1","10.08406","0.02524","10.14281","37.5287","0.107429507575758","4.7","78.84037","0.43702","29.56282","","","","","","","3.4209","0.38307","3.44855","50.4","18.4699","42.34216","903.12183"
"B51F0474","01-08-2004","L2004-08-1709","2","1","82.95","82.98","","","","","","","","","","","","","","","","","","","","","","","","","1.3121","0.6468","0.5788","0.3758","0.1848","0.1047","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1710","1","1","83.6","83.63","2.14261","6.10602","169.2","0.04734","22.7","2.62023","1.14831","2.69279","1.00206","10.1052","0.06791","0.00091","0.118293555555556","3.49478","10.4","2.36035","0.0123","4.88216","28.57749","0.0147995075757575","3.8","86.39282","2.71729","25.12206","","","","","","","1.89595","0.11191","0.79795","24.9","6.17995","19.73932","143.68214"
"B51F0474","01-08-2004","L2004-08-1710","2","1","83.6","83.63","","","","","","","","","","","","","","","","","","","","","","","","","0.55048","0.2513","0.2983","0.1496","0.09573","0.05385","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1711","1","1","84.7","84.73","2.18679","7.41791","147.1","0.06607","115.5","< 0","1.52136","1.6316","1.01131","32.38387","0.0922","0.00451","0.120483555555556","13.64419","71.4","7.50595","0.01729","9.70719","30.31409","0.00535950757575755","2.7","85.14463","2.28914","26.89444","","","","","","","11.61663","0.46362","4.46074","36.9","34.01733","21.40052","2364.07788"
"B51F0474","01-08-2004","L2004-08-1711","2","1","84.7","84.73","","","","","","","","","","","","","","","","","","","","","","","","","0.56908","0.2634","0.2983","0.1626","0.0878","0.05528","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1712","1","1","85.15","85.18","3.27962","15.57822","169.3","0.09757","79.3","< 0","2.10498","2.90262","1.23534","24.92417","0.16353","0.00449","0.122833555555556","10.87359","48.3","8.40736","0.01967","9.75539","38.21515","0.184929507575758","3.6","83.00687","4.29789","30.14922","","","","","","","8.60399","0.36156","4.08959","42.1","23.18836","30.09963","1374.1543"
"B51F0474","01-08-2004","L2004-08-1712","2","1","85.15","85.18","","","","","","","","","","","","","","","","","","","","","","","","","1.1297","0.5486","0.5223","0.3009","0.1622","0.118","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1713","1","1","86.1","86.13","2.6595","10.30895","191.5","0.08213","25.4","1.86392","2.45571","3.26788","1.18671","9.64134","0.15585","0.00531","0.130543555555556","3.2466","9.8","3.96429","0.01654","6.78837","33.29327","0.0878795075757576","2.7","83.75455","< 0","29.28738","","","","","","","2.54195","0.11982","1.74803","28.6","7.19642","36.24731","116.93971"
"B51F0474","01-08-2004","L2004-08-1713","2","1","86.1","86.13","","","","","","","","","","","","","","","","","","","","","","","","","1.0208","0.5606","0.5299","0.1673","0.1339","0.159","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1714","1","1","87.05","87.08","2.36826","13.3144","141.5","0.12854","142.9","< 0","3.10772","1.92769","0.99472","31.72022","0.17175","0.01741","0.106583555555556","19.54865","67.6","5.59513","0.02421","8.01793","29.34402","0.0620295075757576","4.5","81.44341","3.74494","30.50465","","","","","","","10.67999","0.74184","4.82042","44.3","34.53111","21.84897","2127.19067"
"B51F0474","01-08-2004","L2004-08-1714","2","1","87.05","87.08","","","","","","","","","","","","","","","","","","","","","","","","","1.16596","0.771","0.4592","0.2117","0.1169","0.06636","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1715","1","1","88.0","88.3","2.76438","9.22891","176.4","0.13094","40.6","0.41489","2.90509","3.45939","1.11769","13.8001","0.17518","0.01197","0.129313555555556","5.40984","17.3","3.81237","0.01887","7.01331","31.76881","0.0512795075757576","3.2","82.35025","5.54959","29.97949","","","","","","","4.8489","0.20756","2.8883","35.3","9.90993","17.00467","306.95816"
"B51F0474","01-08-2004","L2004-08-1715","2","1","88.0","88.3","","","","","","","","","","","","","","","","","","","","","","","","","1.18885","0.7905","0.5315","0.2371","0.08853","0.07272","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1716","1","1","88.65","88.68","2.88888","13.30867","173.1","0.19557","92.3","< 0","4.07487","3.33493","1.18884","21.14476","0.21549","0.0246","0.132913555555556","13.06452","41.9","6.92745","0.02639","9.60794","34.28757","0.124309507575758","3.3","79.78446","< 0","32.86928","","","","","","","9.0988","0.44832","3.286","48.8","23.26083","21.93845","1153.60767"
"B51F0474","01-08-2004","L2004-08-1716","2","1","88.65","88.68","","","","","","","","","","","","","","","","","","","","","","","","","1.69908","1.259","0.5631","0.2103","0.1327","0.09708","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1717","1","1","90.48","90.51","2.86101","9.30172","173.6","0.13073","52.8","1.67723","3.04994","3.48043","1.07971","13.93253","0.17056","0.015","0.132253555555556","6.12771","20.1","5.18578","0.01914","8.45711","31.13284","0.0860795075757576","2.5","82.07828","2.91185","29.32813","","","","","","","3.29579","0.22399","2.01624","33.1","10.39627","14.69766","370.74869"
"B51F0474","01-08-2004","L2004-08-1717","2","1","90.48","90.51","","","","","","","","","","","","","","","","","","","","","","","","","1.22791","0.843","0.5158","0.1654","0.1209","0.09861","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1718","1","1","90.9","90.93","2.90281","8.52193","170","0.15048","41.9","2.23141","3.19335","3.52111","1.1128","11.1914","0.18022","0.01526","0.131033555555556","5.11628","15.8","4.22385","0.02","8.49319","31.62877","0.0594395075757576","2.4","82.25801","1.55416","29.28117","","","","","","","2.1897","0.19181","1.04924","36.4","9.45567","16.57504","314.51703"
"B51F0474","01-08-2004","L2004-08-1718","2","1","90.9","90.93","","","","","","","","","","","","","","","","","","","","","","","","","1.36904","0.9618","0.5391","0.26","0.08772","0.05952","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1719","1","1","91.55","91.58","2.67952","9.15004","165.5","0.13535","58.2","< 0","3.03794","3.0345","1.08893","16.44777","0.17474","0.01321","0.130093555555556","7.02781","33","4.40968","0.02163","7.04862","31.01241","0.0401095075757576","3.3","81.59741","1.24838","28.82279","","","","","","","6.27124","0.23835","2.98511","36.8","16.15679","15.46608","1042.15137"
"B51F0474","01-08-2004","L2004-08-1719","2","1","91.55","91.58","","","","","","","","","","","","","","","","","","","","","","","","","1.33168","0.9735","0.5086","0.2019","0.1107","0.04558","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1720","1","1","92.15","92.18","2.64377","8.27205","178.9","0.12755","38.9","< 0","2.99692","2.85257","1.1108","13.71991","0.16175","0.01272","0.140923555555556","4.75514","19.5","4.12974","0.0194","7.66128","31.15001","0.0349995075757576","2.6","82.2716","1.62421","28.14948","","","","","","","6.49809","0.17369","1.98022","34","11.04576","15.09659","489.35812"
"B51F0474","01-08-2004","L2004-08-1720","2","1","92.15","92.18","","","","","","","","","","","","","","","","","","","","","","","","","1.20402","0.8892","0.4673","0.1381","0.1353","0.04142","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1721","1","1","93.15","93.18","2.66668","8.21052","157.7","0.10444","64.1","< 0","2.57909","3.03508","1.06193","17.50101","0.18391","0.00709","0.120443555555556","8.75568","31.4","4.42251","0.01832","8.84255","30.50393","0.0356995075757576","3.9","83.11361","0.25815","29.14619","","","","","","","7.74922","0.32806","2.4186","40.7","15.18823","20.29007","810.97583"
"B51F0474","01-08-2004","L2004-08-1721","2","1","93.15","93.18","","","","","","","","","","","","","","","","","","","","","","","","","1.03475","0.6333","0.5099","0.2089","0.124","0.06855","","","","","","",""
"B51F0474","01-08-2004","L2004-08-1722","1","1","93.7","93.73","2.47489","10.12455","144.4","0.10644","58","< 0","2.81179","2.50159","1.00942","13.5063","0.20562","0.00771","0.117283555555556","9.23796","23.2","4.1297","0.0195","8.48239","29.04463","0.0597295075757576","3.9","82.48763","< 0","27.70691","","","","","","","5.82831","0.34622","2.73935","45.1","14.12091","20.66756","608.25623"
"B51F0474","01-08-2004","L2004-08-1722","2","1","93.7","93.73","","","","","","","","","","","","","","","","","","","","","","","","","0.89033","0.532","0.4855","0.1323","0.1516","0.07443","","","","","","",""
