Well_ID,BRO-ID,Filter,Date,Nitrate,Chloride,Oxygen,Temperature,Acidity,geometry
GMW000000015381,GAR000000012515,3,1996-09-17T12:00:00+02:00,0.33,7.9,,9.8,8.34,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012516,3,1999-01-21T11:00:00+01:00,0.03,8.8,,10.0,6.7,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012517,3,2003-11-26T11:00:00+01:00,0.04,7.7,,,6.5,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012518,3,2004-11-23T11:00:00+01:00,0.04,6.7,,10.0,5.9,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012519,3,2009-07-13T12:00:00+02:00,0.05,7.6,0.15,12.8,8.0,POINT (5.169239701 52.197529676)
GMW000000015381,GAR000000012520,3,2018-10-25T12:00:00+02:00,0.05,5.5,1.07,16.2,7.0,POINT (5.169239701 52.197529676)
GMW000000015457,GAR000000012436,1,1997-06-05T12:00:00+02:00,0.11,111.0,,,6.91,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012437,1,1999-01-21T11:00:00+01:00,0.03,130.0,,13.3,6.7,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012438,1,2001-11-15T11:00:00+01:00,0.04,97.0,,12.6,7.3,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012439,1,2002-11-19T11:00:00+01:00,0.04,130.0,,,7.1,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012440,1,2003-11-27T11:00:00+01:00,0.04,130.0,,,7.0,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012441,1,2004-11-08T11:00:00+01:00,0.04,130.0,,12.0,7.2,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012442,1,2018-11-16T11:00:00+01:00,0.05,100.0,0.1,13.1,7.2,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012443,2,1997-06-05T12:00:00+02:00,0.01,114.0,,,7.1,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012444,2,1999-01-21T11:00:00+01:00,0.03,150.0,,11.8,6.8,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012445,2,2018-11-16T11:00:00+01:00,0.05,86.0,0.01,11.9,7.3,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012446,3,1997-06-05T12:00:00+02:00,0.01,118.0,,,7.02,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012447,3,1999-01-21T11:00:00+01:00,0.03,150.0,,11.6,6.8,POINT (5.086744746 52.25842996)
GMW000000015457,GAR000000012448,3,2018-11-16T11:00:00+01:00,0.05,97.0,0.08,11.9,7.2,POINT (5.086744746 52.25842996)
GMW000000015467,GAR000000012567,1,2018-10-24T12:00:00+02:00,39.0,51.0,,13.4,5.5,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012568,1,2004-11-24T11:00:00+01:00,33.21,12.0,,11.7,6.3,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012569,1,2006-04-03T12:00:00+02:00,41.01,20.0,,11.0,6.1,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012570,1,2009-07-09T12:00:00+02:00,43.01,22.0,0.3,11.0,6.0,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012571,1,2011-01-18T11:00:00+01:00,37.65,35.18,1.26,10.5,5.62,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012572,1,2012-07-18T12:00:00+02:00,40.47,32.27,0.4,12.6,6.83,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012573,1,2018-10-23T12:00:00+02:00,39.0,51.0,0.52,14.3,5.0,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012574,2,2004-11-24T11:00:00+01:00,36.41,19.0,,11.0,7.4,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012575,2,2009-07-09T12:00:00+02:00,39.01,26.0,0.1,11.6,7.1,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012576,2,2011-01-18T11:00:00+01:00,40.15,37.2,0.5,10.3,7.19,POINT (5.220861357 52.247280378)
GMW000000015467,GAR000000012577,2,2012-07-18T12:00:00+02:00,37.0,34.78,0.1,12.0,7.48,POINT (5.220861357 52.247280378)
