name,extrude,altitudeMode,WKT
"GAR000000038075.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038084.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038089.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038048.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038057.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038052.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038073.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000041549.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038091.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038046.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038055.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038071.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038080.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038053.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038062.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038067.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038088.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038056.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038065.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038060.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038079.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038047.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038090.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038054.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038059.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038068.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038063.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038072.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000038081.csv","true","relativeToGround","POINT (5.790921195 50.936028322)"
"GAR000000033330.csv","true","relativeToGround","POINT (5.759724948 50.789568852)"
